Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,MSZoning_C..all.,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_SWISU,Neighborhood_Timber,Neighborhood_other,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_X1Fam,BldgType_X2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_X1.5Fin,HouseStyle_X1.5Unf,HouseStyle_X1Story,HouseStyle_X2.5Fin,HouseStyle_X2.5Unf,HouseStyle_X2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd.Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk.Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd.Sdng,Exterior2nd_Wd.Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageType_X2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,SaleType_COD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_CWD,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
-0.847791014659163,1.6868992909983038,-2.3801315618447205,-0.782902046445364,-2.7358292015467898,0.15668002567432227,-0.42942982462068946,-0.8218089438735057,-0.09131673855322238,-0.7900859242933864,-1.2062571891966483,-2.3314098486945145,1.0929329051707368,-0.7615515727453455,-0.819683507644112,-0.24097846650905155,-1.0256893917763372,1.2271648985501924,0.17069376734166952,-1.7784645149230245,-0.9509006699369583,-0.1015063517460809,-1.047566963626246,-0.5770934891131779,1.0627264463474888,-1.07094145462852,-0.837793431303145,1.642624428834991,7.570082515456797,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8450245550961605,0.24256357801829856,-0.664561898488822,-0.04217654346921181,-0.477223321919203,-1.0683677362198494,-1.6887898479984353,-0.8218089438735057,-1.3526952577141207,0.9380897630624637,-0.13366922599652437,-0.3930599061612901,1.1027341761478489,0.2853851525452491,-0.819683507644112,-0.24097846650905155,-1.0256893917763372,-0.7613597983235932,0.17069376734166952,-0.23454647198318848,0.600289249736739,-1.6001054793908993,-1.047566963626246,-0.6921727953000262,-0.9500111593588286,-1.07094145462852,1.3198073113767872,-1.368586597292763,7.775080186346372,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8422604006562634,-1.1638700078957955,0.661080209341724,-0.04217654346921181,2.0106618400686758,-0.3730703578474817,0.6361825028527878,-0.8218089438735057,0.5853150813728693,0.01120843811395408,-0.16581818832911294,-0.4392366366416021,-0.8711559146014616,-1.2075518023734428,-0.819683507644112,-0.24097846650905155,-1.0256893917763372,-0.7613597983235932,-1.062113423384091,-0.9470371954301007,-0.9509006699369583,-0.7495492177546511,-1.047566963626246,-0.7454692639716117,-0.9500111593588286,-1.07094145462852,-0.837793431303145,-0.6137806402378552,7.806134688378147,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8394985428030842,-1.1638700078957955,1.2908553074267202,-0.04217654346921181,-0.477223321919203,-0.3730703578474817,-1.2044206082377638,0.7763630846725523,1.19450770830531,-0.6723801607112937,0.9609453987786598,0.9182709450254812,-0.8711559146014616,0.09092293875265625,1.1074306971230437,-0.24097846650905155,0.789470016700575,-0.7613597983235932,0.17069376734166952,-0.23454647198318848,2.1514791694104365,-0.7495492177546511,0.2737408169118806,0.1646771210255694,-0.9500111593588286,0.6457278577691216,1.9627921069970298,0.8918248728260219,7.821625292690269,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.836738973056206,1.6868992909983038,-2.4863568705599435,0.6672710109173849,-0.477223321919203,1.0506337978673665,0.9268040467091907,1.0978926619039393,0.6684674588538354,-0.7316805081320951,-0.6250403755028064,-1.1663127244057983,1.171612175736289,0.37718885293810656,1.1074306971230437,-0.24097846650905155,0.789470016700575,1.2271648985501924,-1.062113423384091,-0.23454647198318848,-0.9509006699369583,0.9920659846433812,0.2737408169118806,0.05805788670924795,-0.9500111593588286,0.46599723590761727,1.3198073113767872,0.13942275639867727,7.812668020848699,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8339816829906581,0.4932901338361499,1.5859406966778318,2.0111381810100895,-0.477223321919203,1.116852595807592,1.023677894661325,1.465375480838692,1.2710441613112502,-0.038832881039398574,1.6989123324391284,1.599773952371003,1.1755388904881543,1.9322366260018802,1.1074306971230437,-0.24097846650905155,0.789470016700575,1.2271648985501924,1.3824006542599776,1.9059512227513318,2.1514791694104365,1.1135740220199881,1.7591102119224902,1.0531697234320971,-0.9500111593588286,-1.07094145462852,-0.837793431303145,-1.368586597292763,8.212615746346437,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.8312266642363951,1.3627771083065663,-0.29045235784095164,2.0111381810100895,-0.477223321919203,1.1830713937478174,1.072114818637392,1.3340015826727702,-1.3526952577141207,2.0642683166633167,1.73957524778825,1.6339226150862838,-0.8711559146014616,0.7952825919989942,-0.819683507644112,-0.24097846650905155,0.789470016700575,-0.7613597983235932,-1.062113423384091,-0.23454647198318848,0.600289249736739,1.1540767011455237,0.2737408169118806,0.6800459474712488,1.10698982857246,0.7847160278542498,1.9627921069970298,-0.6137806402378552,8.0940816706986,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.828473908477785,1.3627771083065663,-1.0451658159532173,0.6672710109173849,-0.477223321919203,0.4877740153754498,0.054939415139982024,-0.8218089438735057,1.0807566927151895,-0.19999232147793766,0.9094498323579255,0.8657356074126327,-0.8711559146014616,0.039768468740115456,1.1074306971230437,-0.24097846650905155,-1.0256893917763372,1.2271648985501924,-1.062113423384091,-0.23454647198318848,0.600289249736739,0.30352043950927543,0.2737408169118806,-0.07214318016832,-0.9500111593588286,0.9686003160852862,1.9627921069970298,-1.368586597292763,7.895797568371113,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.8257234074531016,0.24256357801829856,-0.001364759914370011,-0.782902046445364,0.44040024417722945,-1.002148938279624,-1.6887898479984353,-0.8218089438735057,0.1852431524994185,-2.0633572260798867,-0.9961131295158668,-1.870265097446965,1.0623102314017288,-0.7642446608442554,-0.819683507644112,3.9474567847197015,-1.0256893917763372,-0.7613597983235932,0.17069376734166952,-0.9470371954301007,-0.9509006699369583,-1.519100121139828,-1.047566963626246,-1.2545221801025626,0.6286793145583367,-1.07094145462852,-1.2517836539244536,0.13942275639867727,7.6163308277692074,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.822975152954024,-0.5111898269274333,-0.12520233407074466,-0.04217654346921181,2.0106618400686758,-1.4325711248910897,0.8783671227331236,-0.8218089438735057,-1.3526952577141207,0.34999337894446303,-0.9755024042087244,-1.3590541836100971,-0.8711559146014616,-2.0608068224180753,-0.819683507644112,-0.24097846650905155,-1.0256893917763372,-0.7613597983235932,-1.062113423384091,-0.9470371954301007,-0.9509006699369583,1.0730713428944525,0.2737408169118806,0.1026032897673463,0.8913557239675433,-1.07094145462852,-0.4447400327000111,1.642624428834991,7.661114730485502,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8202291368251431,0.24256357801829856,-0.15257381783154036,-0.04217654346921181,-0.477223321919203,-1.0352583372497368,0.733056350804922,-0.8218089438735057,0.44385380683423437,0.2078869163141513,-0.20733280588602207,0.2507784282378212,1.0198224403871208,0.31943423370634777,-0.819683507644112,-0.24097846650905155,-1.0256893917763372,-0.7613597983235932,-1.062113423384091,-0.23454647198318848,2.1514791694104365,-1.5596028002653637,-1.047566963626246,-1.0481897052988964,-0.9500111593588286,-1.07094145462852,-0.06828455296943996,-1.368586597292763,7.774506538738267,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8174853509634711,-1.1638700078957955,0.413406102290898,-0.04217654346921181,-0.477223321919203,0.7857586061064645,0.49087173092458636,-0.8218089438735057,0.3627473579877004,-0.32784541454425603,0.3743606971989865,0.2717110461732291,-0.8711559146014616,-0.5335163249834352,1.1074306971230437,-0.24097846650905155,0.789470016700575,-0.7613597983235932,0.17069376734166952,-0.23454647198318848,-0.9509006699369583,0.6680445516390962,0.2737408169118806,0.2659487653603983,-0.9500111593588286,0.4488995248276143,0.6458027469573181,-0.6137806402378552,7.8690144008084815,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8147437873179598,-1.1638700078957955,0.03324767797514298,-0.04217654346921181,0.44040024417722945,0.6864304091961263,0.3455609589963849,1.0978926619039393,0.6546804671236579,0.29972829705502113,0.2828091829499567,0.1843736015817739,-0.8711559146014616,-0.6170204943625188,1.1074306971230437,-0.24097846650905155,0.789470016700575,-0.7613597983235932,0.17069376734166952,-0.23454647198318848,-0.9509006699369583,0.5465365142624893,0.2737408169118806,-0.2774125145683329,0.931261876529762,0.4488995248276143,0.2945220376611547,0.8918248728260219,7.858871657480803,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8120044378890231,1.3627771083065663,-1.4648073357448173,-0.782902046445364,-0.477223321919203,0.15668002567432227,-0.42942982462068946,-0.8218089438735057,0.9355299151390545,-0.4812852167510953,0.24770622010085327,0.11641584723215338,-0.8711559146014616,-0.6818583510841034,1.1074306971230437,-0.24097846650905155,-1.0256893917763372,1.2271648985501924,0.17069376734166952,-0.23454647198318848,0.600289249736739,-0.1015063517460809,0.2737408169118806,0.2966020421266574,1.3854438902534172,1.0240586326186745,0.6458027469573181,-0.6137806402378552,7.756874232276614,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8092672947280667,0.8699146313569289,-0.522601826011143,-0.782902046445364,-1.5198873547902731,-0.4392891557877072,-1.301294456189898,1.1249054866472703,0.3063471632458777,0.029091267749391674,0.07022148401641994,0.6430846639811033,-0.8711559146014616,-0.17620704001768445,-0.819683507644112,3.9474567847197015,-1.0256893917763372,-0.7613597983235932,0.17069376734166952,-0.23454647198318848,-0.9509006699369583,-0.8305545760057224,-1.047566963626246,-0.8089313640310778,1.0377660541098561,-1.07094145462852,0.2945220376611547,-1.368586597292763,7.744640297992467,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.8065323499370208,0.4932901338361499,0.5411314574118026,1.350459657746707,-0.477223321919203,0.8850868030168028,0.6361825028527878,1.3944897799718965,0.9956686640279095,-0.9713523828010723,0.123821106468411,-0.04181943726443218,1.166230467558995,0.882388211037005,1.1074306971230437,-0.24097846650905155,0.789470016700575,1.2271648985501924,0.17069376734166952,0.389787523156672,0.600289249736739,0.789552589015703,0.2737408169118806,0.5734574267749017,1.1040442923688214,0.9382776553230954,-0.06828455296943996,-1.368586597292763,8.045759824732814,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8037995956678808,0.9463822068509539,-0.3606016807207146,-0.04217654346921181,0.44040024417722945,0.22289882361454777,-0.33255597666855513,-0.8218089438735057,0.85516136110866,-1.0389727949963614,-0.32844668291321655,-0.5962506131303473,-0.8711559146014616,-1.3546826140343171,1.1074306971230437,-0.24097846650905155,-1.0256893917763372,-0.7613597983235932,-1.062113423384091,-0.9470371954301007,0.600289249736739,-0.020500993495009633,0.2737408169118806,0.040190315539914624,-0.9500111593588286,-1.07094145462852,-0.06828455296943996,-0.6137806402378552,7.817812976451118,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.8010690241222531,0.24256357801829856,0.011368055765578615,-0.782902046445364,-0.477223321919203,-1.0352583372497368,-0.13880828076428656,-0.8218089438735057,0.4592965332190714,0.06437933485572732,-0.3401880836290501,-0.34115708094955544,1.071156545057108,0.1452127921158498,1.1074306971230437,-0.24097846650905155,-1.0256893917763372,-0.7613597983235932,0.17069376734166952,0.9460557636515102,-0.9509006699369583,-1.5596028002653637,-1.047566963626246,-1.0481897052988964,-0.9500111593588286,-1.07094145462852,0.2945220376611547,0.13942275639867727,7.788589394956263,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.7983406275509048,0.9463822068509539,-0.4225057699282577,0.6672710109173849,-0.477223321919203,1.0506337978673665,0.8783671227331236,1.3855943712874874,-1.3526952577141207,-2.0633572260798867,-3.130374466988145,-2.597453218353742,1.264523127837793,0.8792643375033311,-0.819683507644112,-0.24097846650905155,2.6046294251774875,-0.7613597983235932,1.3824006542599776,0.389787523156672,0.600289249736739,0.9920659846433812,0.2737408169118806,0.9117386748302033,-0.9500111593588286,-1.07094145462852,0.2945220376611547,0.8918248728260219,7.912947827654578,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
